Month,Day,Hour,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Wind Speed (m/s),Albedo,Plane of Array Irradiance (W/m2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
1,19,19,0,0,-0.2,4.6,0.2,0,-0.2,0,0
1,19,20,0,0,-0.3,5,0.2,0,-0.3,0,0
1,19,21,0,0,-0.1,5.3,0.2,0,-0.1,0,0
1,19,22,0,0,0.3,5.6,0.2,0,0.3,0,0
1,19,23,0,0,0.5,5.8,0.2,0,0.5,0,0
1,20,0,0,0,0.4,5.7,0.2,0,0.4,0,0
1,20,1,0,0,0.2,5.8,0.2,0,0.2,0,0
1,20,2,0,0,0.2,5.8,0.2,0,0.2,0,0
1,20,3,0,0,0.3,5.7,0.2,0,0.3,0,0
1,20,4,0,0,0.4,5.5,0.2,0,0.4,0,0
1,20,5,0,0,0.4,5.3,0.2,0,0.4,0,0
1,20,6,0,0,0.3,5.1,0.2,0,0.3,0,0
1,20,7,0,0,0.3,5.1,0.2,0,0.3,0,0
1,20,8,0,0,0.6,5.2,0.2,0,0.6,0,0
1,20,9,0,17,1.2,5.3,0.2,15.789,1.429,2.577,2.082
1,20,10,1,49,2.5,5.3,0.2,46.128,3.174,7.99,7.292
1,20,11,17,202,3.7,5.2,0.2,217.529,6.915,39.014,37.145
1,20,12,17,228,4.3,4.7,0.2,243.64,8.131,43.403,41.369
1,20,13,27,263,4.5,4,0.2,290.419,9.526,51.635,49.29
1,20,14,42,226,4.5,3.5,0.2,272.065,9.578,48.454,46.229
1,20,15,38,248,4.4,3.1,0.2,287.513,10.129,51.415,49.079
1,20,16,120,178,3.8,2.9,0.2,264.328,9.258,47.651,45.457
1,20,17,0,21,2.4,2.4,0.2,19.518,2.836,3.155,2.638
1,20,18,0,0,0.9,2.3,0.2,0,0.9,0,0
1,20,19,0,0,0.3,2.5,0.2,0,0.3,0,0
1,20,20,0,0,0,2.6,0.2,0,0,0,0
1,20,21,0,0,-0.2,2.7,0.2,0,-0.2,0,0
1,20,22,0,0,-0.2,2.7,0.2,0,-0.2,0,0
1,20,23,0,0,0.1,2.7,0.2,0,0.1,0,0
1,21,0,0,0,0.6,2.8,0.2,0,0.6,0,0
1,21,1,0,0,1,2.8,0.2,0,1,0,0
1,21,2,0,0,1.3,2.8,0.2,0,1.3,0,0
1,21,3,0,0,1.5,2.8,0.2,0,1.5,0,0
1,21,4,0,0,1.7,3,0.2,0,1.7,0,0
1,21,5,0,0,1.3,2.8,0.2,0,1.3,0,0
1,21,6,0,0,0.9,2.7,0.2,0,0.9,0,0
1,21,7,0,0,0.6,2.6,0.2,0,0.6,0,0
1,21,8,0,0,1,2.7,0.2,0,1,0,0
1,21,9,0,13,2.8,3.5,0.2,12.068,3.024,1.935,1.465
1,21,10,2,120,4.7,3.9,0.2,121.048,6.831,21.414,20.209
1,21,11,65,229,6.6,4.1,0.2,293.461,11.618,52.251,49.883
1,21,12,277,228,8.2,3.9,0.2,467.529,16.435,82.712,79.195
1,21,13,908,74,9.2,3.6,0.2,789.107,23.776,137.491,131.908
1,21,14,305,231,9.5,3.4,0.2,489.513,18.804,85.977,82.338
1,21,15,244,209,9.2,2.9,0.2,390.797,17.272,69.08,66.077
1,21,16,28,178,7.6,2,0.2,206.703,12.641,36.43,34.659
1,21,17,0,27,4.5,1.3,0.2,25.115,5.207,4.071,3.52
1,21,18,0,0,2.3,1.4,0.2,0,2.3,0,0
1,21,19,0,0,1.6,1.5,0.2,0,1.6,0,0
1,21,20,0,0,1,1.7,0.2,0,1,0,0
1,21,21,0,0,0.6,1.9,0.2,0,0.6,0,0
1,21,22,0,0,0.3,2.1,0.2,0,0.3,0,0
1,21,23,0,0,0,2.1,0.2,0,0,0,0
1,22,0,0,0,-0.4,2,0.2,0,-0.4,0,0
1,22,1,0,0,-0.7,1.9,0.2,0,-0.7,0,0
1,22,2,0,0,-0.9,1.9,0.2,0,-0.9,0,0
1,22,3,0,0,-1,2,0.2,0,-1,0,0
1,22,4,0,0,-1,2,0.2,0,-1,0,0
1,22,5,0,0,-0.9,2.1,0.2,0,-0.9,0,0
1,22,6,0,0,-0.8,2.2,0.2,0,-0.8,0,0
1,22,7,0,0,-0.8,2.4,0.2,0,-0.8,0,0
1,22,8,0,0,-0.2,2.7,0.2,0,-0.2,0,0
1,22,9,0,10,1.8,3.3,0.2,9.28,1.978,1.479,1.026
1,22,10,26,124,3.9,3.5,0.2,144.095,6.596,25.725,24.357
1,22,11,55,231,6.3,3.4,0.2,288.992,11.786,51.365,49.031
1,22,12,852,84,8,3,0.2,742.615,23.105,129.848,124.553
1,22,13,869,88,8.9,2.7,0.2,783.381,25.674,135.4,129.897
1,22,14,420,214,9.3,2.4,0.2,554.762,21.827,96.697,92.653
1,22,15,243,206,9,2.2,0.2,386.691,18.075,68.127,65.16
1,22,16,11,103,7.5,1.7,0.2,107.057,10.279,18.625,17.525
1,22,17,1,44,4.6,1.4,0.2,43.532,5.798,7.213,6.544
1,22,18,0,0,2.6,1.8,0.2,0,2.6,0,0
1,22,19,0,0,2.1,2.3,0.2,0,2.1,0,0
1,22,20,0,0,1.3,2.3,0.2,0,1.3,0,0
1,22,21,0,0,0.4,2.1,0.2,0,0.4,0,0
1,22,22,0,0,-0.2,2,0.2,0,-0.2,0,0
1,22,23,0,0,-0.7,2,0.2,0,-0.7,0,0
1,23,0,0,0,-0.8,2,0.2,0,-0.8,0,0
1,23,1,0,0,-0.8,2.1,0.2,0,-0.8,0,0
1,23,2,0,0,-0.9,2.2,0.2,0,-0.9,0,0
1,23,3,0,0,-0.9,2.3,0.2,0,-0.9,0,0
1,23,4,0,0,-0.8,2.5,0.2,0,-0.8,0,0
1,23,5,0,0,-0.6,2.8,0.2,0,-0.6,0,0
1,23,6,0,0,-0.5,2.8,0.2,0,-0.5,0,0
1,23,7,0,0,-0.7,2.7,0.2,0,-0.7,0,0
1,23,8,0,0,-0.4,2.8,0.2,0,-0.4,0,0
1,23,9,0,10,2,3.5,0.2,9.28,2.173,1.48,1.026
1,23,10,603,75,4.5,3.6,0.2,412.835,12.144,75.507,72.262
1,23,11,743,89,7.1,3.5,0.2,606.976,18.499,108.38,103.895
1,23,12,812,96,8.8,3.1,0.2,728.241,23.364,127.119,121.927
1,23,13,853,93,9.7,3,0.2,778.948,25.535,134.644,129.169
1,23,14,842,92,10,3.1,0.2,740.508,24.812,128.637,123.389
1,23,15,798,87,9.7,3,0.2,627.387,22.478,110.524,105.959
1,23,16,707,75,8.2,2.4,0.2,453.926,18.487,81.051,77.597
1,23,17,527,52,4.8,1.5,0.2,234.873,11.021,38.335,36.491
1,23,18,0,0,2.3,1.8,0.2,0,2.3,0,0
1,23,19,0,0,1.8,2.1,0.2,0,1.8,0,0
1,23,20,0,0,1.2,2.3,0.2,0,1.2,0,0
1,23,21,0,0,0.6,2.3,0.2,0,0.6,0,0
1,23,22,0,0,-0.1,2.1,0.2,0,-0.1,0,0
1,23,23,0,0,-0.7,1.8,0.2,0,-0.7,0,0
1,24,0,0,0,-1.2,1.7,0.2,0,-1.2,0,0
1,24,1,0,0,-1.6,1.7,0.2,0,-1.6,0,0
1,24,2,0,0,-1.8,1.7,0.2,0,-1.8,0,0
1,24,3,0,0,-2,1.8,0.2,0,-2,0,0
1,24,4,0,0,-2.1,2,0.2,0,-2.1,0,0
1,24,5,0,0,-2.1,2,0.2,0,-2.1,0,0
1,24,6,0,0,-2.1,2.1,0.2,0,-2.1,0,0
1,24,7,0,0,-2,2.2,0.2,0,-2,0,0
1,24,8,0,0,-1,2.5,0.2,0,-1,0,0
1,24,9,452,35,1.7,3.4,0.2,205.144,5.529,34.788,33.078
1,24,10,710,58,4.4,3.4,0.2,448.282,12.966,81.981,78.492
1,24,11,826,72,7.1,3.4,0.2,641.169,19.334,114.257,109.551
1,24,12,876,80,9.3,3.2,0.2,759.806,24.25,132.236,126.852
1,24,13,893,83,10.6,2.9,0.2,800.666,27.156,137.556,131.971
1,24,14,884,83,11.1,2.8,0.2,763.82,27.177,131.515,126.158
1,24,15,844,78,10.8,2.5,0.2,649.803,25.252,113.331,108.659
1,24,16,750,69,9,1.8,0.2,471.128,21.032,83.467,79.922
1,24,17,563,49,5.2,1.3,0.2,245.62,12.017,40.076,38.168
1,24,18,91,11,2.6,1.5,0.2,0,2.6,0,0
1,24,19,0,0,1.8,1.5,0.2,0,1.8,0,0
1,24,20,0,0,1.2,1.5,0.2,0,1.2,0,0
1,24,21,0,0,0.8,1.4,0.2,0,0.8,0,0
1,24,22,0,0,0.3,1.4,0.2,0,0.3,0,0
1,24,23,0,0,-0.1,1.3,0.2,0,-0.1,0,0
1,25,0,0,0,-0.4,1.3,0.2,0,-0.4,0,0
1,25,1,0,0,-0.6,1.2,0.2,0,-0.6,0,0
1,25,2,0,0,-0.8,1.2,0.2,0,-0.8,0,0
1,25,3,0,0,-0.9,1.1,0.2,0,-0.9,0,0
1,25,4,0,0,-0.9,1,0.2,0,-0.9,0,0
1,25,5,0,0,-1.1,1,0.2,0,-1.1,0,0
1,25,6,0,0,-1.4,1,0.2,0,-1.4,0,0
1,25,7,0,0,-1.5,0.9,0.2,0,-1.5,0,0
1,25,8,0,0,-0.8,0.9,0.2,0,-0.8,0,0
1,25,9,0,25,1.8,0.9,0.2,23.24,2.525,3.855,3.312
1,25,10,772,53,4.3,0.8,0.2,476.243,19.727,85.068,81.462
1,25,11,876,65,6.9,0.5,0.2,663.362,30.228,113.521,108.843
1,25,12,925,70,9.1,0.8,0.2,781.442,34.342,130.897,125.563
1,25,13,938,74,10.2,1.5,0.2,821.713,32.549,138.308,132.694
1,25,14,931,73,10.5,1.8,0.2,784.304,30.492,133.374,127.947
1,25,15,897,68,10.2,1.8,0.2,675.478,27.442,116.877,112.072
1,25,16,819,60,8.6,1.4,0.2,496.004,22.44,87.596,83.896
1,25,17,650,44,5.1,1.1,0.2,267.044,12.877,43.52,41.481
1,25,18,172,11,2.6,1.2,0.2,0,2.6,0,0
1,25,19,0,0,1.9,1.2,0.2,0,1.9,0,0
1,25,20,0,0,1.1,1.2,0.2,0,1.1,0,0
1,25,21,0,0,0.4,1.1,0.2,0,0.4,0,0
1,25,22,0,0,-0.1,1.1,0.2,0,-0.1,0,0
1,25,23,0,0,-0.2,1,0.2,0,-0.2,0,0
1,26,0,0,0,-0.3,0.9,0.2,0,-0.3,0,0
1,26,1,0,0,-0.5,0.7,0.2,0,-0.5,0,0
1,26,2,0,0,-0.8,0.7,0.2,0,-0.8,0,0
1,26,3,0,0,-1.2,0.6,0.2,0,-1.2,0,0
1,26,4,0,0,-1.5,0.6,0.2,0,-1.5,0,0
1,26,5,0,0,-1.8,0.7,0.2,0,-1.8,0,0
1,26,6,0,0,-1.9,0.7,0.2,0,-1.9,0,0
1,26,7,0,0,-1.8,0.9,0.2,0,-1.8,0,0
1,26,8,0,0,-1.4,1.4,0.2,0,0,0,0
1,26,9,0,20,-0.3,1.7,0.2,18.581,0.18,3.087,2.574
1,26,10,1,46,1.7,2.2,0.2,43.337,2.715,7.501,6.821
1,26,11,40,182,4.1,2.9,0.2,217.449,8.58,38.786,36.926
1,26,12,26,202,5.9,3.4,0.2,219.943,10.067,38.771,36.911
1,26,13,35,264,6.9,3.6,0.2,295.75,12.329,52.004,49.646
1,26,14,18,188,7.3,3.6,0.2,198.755,10.95,34.808,33.098
1,26,15,326,207,7,3.3,0.2,451.318,15.727,80.467,77.035
1,26,16,116,172,5.8,2.2,0.2,250.268,11.673,44.719,42.636
1,26,17,2,54,3.7,1.5,0.2,54.471,5.168,9.2,8.455
1,26,18,0,2,2.4,1.6,0.2,0,2.4,0,0
1,26,19,0,0,2.1,1.9,0.2,0,2.1,0,0
1,26,20,0,0,1.8,2.1,0.2,0,1.8,0,0
1,26,21,0,0,1.5,2.3,0.2,0,1.5,0,0
1,26,22,0,0,1.5,2.4,0.2,0,1.5,0,0
1,26,23,0,0,1.4,2.6,0.2,0,1.4,0,0
1,27,0,0,0,1.3,2.7,0.2,0,1.3,0,0
1,27,1,0,0,1,2.7,0.2,0,1,0,0
1,27,2,0,0,0.8,2.7,0.2,0,0.8,0,0
1,27,3,0,0,0.6,2.5,0.2,0,0.6,0,0
1,27,4,0,0,0.7,2.6,0.2,0,0.7,0,0
1,27,5,0,0,0.8,2.3,0.2,0,0.8,0,0
1,27,6,0,0,0.8,1.6,0.2,0,0.8,0,0
1,27,7,0,0,0.8,1.2,0.2,0,0.8,0,0
1,27,8,0,0,1.1,1.4,0.2,0,0,0,0
1,27,9,0,8,2.3,2.1,0.2,7.422,2.477,1.175,0.733
1,27,10,0,10,3.2,2.5,0.2,9.286,3.406,1.502,1.048
1,27,11,0,43,3.9,2.8,0.2,40.023,4.738,6.8,6.147
1,27,12,0,40,3.8,3.1,0.2,37.239,4.54,6.279,5.645
1,27,13,0,33,3.2,2.7,0.2,30.719,3.853,5.145,4.553
1,27,14,6,159,2.9,2,0.2,158.72,6.757,28.007,26.554
1,27,15,3,118,3.1,1.9,0.2,115.058,5.958,20.262,19.101
1,27,16,5,140,3.1,1.7,0.2,144.647,6.854,25.743,24.375
1,27,17,527,55,2.7,1.3,0.2,244.231,9.503,40.739,38.805
1,27,18,0,6,2,1.1,0.2,0,2,0,0
1,27,19,0,0,1.4,1.3,0.2,0,1.4,0,0
1,27,20,0,0,0.8,1.5,0.2,0,0.8,0,0
1,27,21,0,0,0.3,1.7,0.2,0,0.3,0,0
1,27,22,0,0,0.1,1.9,0.2,0,0.1,0,0
1,27,23,0,0,-0.1,2.1,0.2,0,-0.1,0,0
1,28,0,0,0,-0.3,2.2,0.2,0,-0.3,0,0
1,28,1,0,0,-0.8,2.1,0.2,0,-0.8,0,0
1,28,2,0,0,-1.4,1.9,0.2,0,-1.4,0,0
1,28,3,0,0,-2,1.7,0.2,0,-2,0,0
1,28,4,0,0,-2.3,1.7,0.2,0,-2.3,0,0
1,28,5,0,0,-2.5,1.6,0.2,0,-2.5,0,0
1,28,6,0,0,-2.5,1.6,0.2,0,-2.5,0,0
1,28,7,0,0,-2.2,1.5,0.2,0,-2.2,0,0
1,28,8,0,0,-0.8,1.5,0.2,0,0,0,0
1,28,9,0,40,2.1,1.7,0.2,37.409,3.067,6.33,5.694
1,28,10,766,55,4.1,2.5,0.2,479.426,14.777,87.189,83.504
1,28,11,864,67,5.7,3,0.2,667.787,19.298,118.947,114.064
1,28,12,906,73,7,3.3,0.2,777.473,22.05,136.316,130.778
1,28,13,134,319,8,3.4,0.2,454.778,16.62,79.618,76.218
1,28,14,34,266,8.5,3.4,0.2,297.459,14.135,52.03,49.671
1,28,15,97,271,8.4,3,0.2,365.211,15.801,64.306,61.483
1,28,16,35,196,7.5,2.2,0.2,227.768,12.839,40.245,38.33
1,28,17,0,37,4.8,1.2,0.2,34.521,5.799,5.733,5.119
1,28,18,0,4,2.3,1.3,0.2,0,2.3,0,0
1,28,19,0,0,1.6,1.3,0.2,0,1.6,0,0
1,28,20,0,0,1.2,1.2,0.2,0,1.2,0,0
1,28,21,0,0,1.3,1.1,0.2,0,1.3,0,0
1,28,22,0,0,1.2,1.1,0.2,0,1.2,0,0
1,28,23,0,0,1,1.1,0.2,0,1,0,0
1,29,0,0,0,1.1,1.1,0.2,0,1.1,0,0
1,29,1,0,0,1.4,1,0.2,0,1.4,0,0
1,29,2,0,0,1.8,1,0.2,0,1.8,0,0
1,29,3,0,0,2.1,0.9,0.2,0,2.1,0,0
1,29,4,0,0,2.2,0.8,0.2,0,2.2,0,0
1,29,5,0,0,2.2,0.8,0.2,0,2.2,0,0
1,29,6,0,0,2,0.7,0.2,0,2,0,0
1,29,7,0,0,2,0.6,0.2,0,2,0,0
1,29,8,0,0,2.2,0.6,0.2,0,0,0,0
1,29,9,0,8,2.8,0.7,0.2,7.422,3.045,1.174,0.732
1,29,10,0,33,3.4,0.9,0.2,30.688,4.362,5.2,4.606
1,29,11,0,8,4.4,1.5,0.2,7.435,4.601,1.175,0.734
1,29,12,0,60,5.4,2.1,0.2,55.904,6.731,9.488,8.732
1,29,13,0,56,6.2,2.5,0.2,52.175,7.35,8.792,8.063
1,29,14,0,85,6.8,2.6,0.2,79.271,8.517,13.541,12.633
1,29,15,0,66,6.9,2.3,0.2,61.493,8.311,10.472,9.68
1,29,16,0,31,6.7,1.7,0.2,28.824,7.448,4.809,4.23
1,29,17,0,6,5.6,1.2,0.2,5.565,5.761,0.854,0.425
1,29,18,0,4,4.8,1.3,0.2,0,4.8,0,0
1,29,19,0,0,4.9,1.6,0.2,0,4.9,0,0
1,29,20,0,0,5,1.7,0.2,0,5,0,0
1,29,21,0,0,5,1.7,0.2,0,5,0,0
1,29,22,0,0,5,1.6,0.2,0,5,0,0
1,29,23,0,0,5,1.6,0.2,0,5,0,0
1,30,0,0,0,5.1,1.6,0.2,0,5.1,0,0
1,30,1,0,0,5.2,1.5,0.2,0,5.2,0,0
1,30,2,0,0,5.1,1.4,0.2,0,5.1,0,0
1,30,3,0,0,5.1,1.3,0.2,0,5.1,0,0
1,30,4,0,0,5.1,1.2,0.2,0,5.1,0,0
1,30,5,0,0,4.9,1.1,0.2,0,4.9,0,0
1,30,6,0,0,4.9,1,0.2,0,4.9,0,0
1,30,7,0,0,4.8,0.9,0.2,0,4.8,0,0
1,30,8,0,0,5,0.9,0.2,0,0,0,0
1,30,9,0,9,5.8,1,0.2,8.351,6.054,1.31,0.863
1,30,10,0,10,6.7,1,0.2,9.287,6.984,1.477,1.023
1,30,11,0,109,8.1,1.5,0.2,103.53,10.902,17.784,16.716
1,30,12,0,98,9.4,2,0.2,91.948,11.633,15.589,14.604
1,30,13,0,147,10,2.3,0.2,140.958,13.226,24.073,22.768
1,30,14,0,147,10.3,2.5,0.2,141.373,13.418,24.179,22.87
1,30,15,4,122,10.3,2.6,0.2,119.582,12.895,20.508,19.337
1,30,16,2,82,9.8,2.2,0.2,78.919,11.649,13.482,12.577
1,30,17,0,11,8.5,1.3,0.2,10.209,8.789,1.591,1.133
1,30,18,0,8,7.1,1,0.2,7.61,7.312,0.896,0.465
1,30,19,0,0,6.8,1.1,0.2,0,6.8,0,0
1,30,20,0,0,6.7,1.1,0.2,0,6.7,0,0
1,30,21,0,0,6.8,1,0.2,0,6.8,0,0
1,30,22,0,0,6.8,1,0.2,0,6.8,0,0
1,30,23,0,0,6.8,1,0.2,0,6.8,0,0
1,31,0,0,0,6.6,1,0.2,0,6.6,0,0
1,31,1,0,0,6.6,1,0.2,0,6.6,0,0
1,31,2,0,0,6.5,1,0.2,0,6.5,0,0
1,31,3,0,0,6.4,1,0.2,0,6.4,0,0
1,31,4,0,0,5.9,0.9,0.2,0,5.9,0,0
1,31,5,0,0,5.5,0.9,0.2,0,5.5,0,0
1,31,6,0,0,5.3,0.9,0.2,0,5.3,0,0
1,31,7,0,0,5.1,1.2,0.2,0,5.1,0,0
1,31,8,0,0,4.9,1.4,0.2,0,0,0,0
1,31,9,0,16,5.5,1.6,0.2,14.858,5.893,2.396,1.908
1,31,10,0,36,6.5,1.8,0.2,33.484,7.35,5.621,5.012
1,31,11,18,211,7.6,1.8,0.2,224.946,13.305,39.324,37.443
1,31,12,113,253,9.1,1.9,0.2,355.072,17.918,61.671,58.948
1,31,13,314,257,11.2,2.2,0.2,542.458,23.9,93.101,89.193
1,31,14,343,233,12.4,2.3,0.2,526.758,24.507,90.447,86.639
1,31,15,308,218,12.6,2.2,0.2,455.238,23.28,78.755,75.387
1,31,16,121,183,11.9,1.6,0.2,264.733,18.933,46.084,43.948
1,31,17,8,75,10.2,0.8,0.2,79.793,12.757,13.347,12.446
1,31,18,0,13,9.1,0.7,0.2,12.367,9.474,1.474,1.021
1,31,19,0,0,8.5,0.8,0.2,0,8.5,0,0
1,31,20,0,0,7.6,0.9,0.2,0,7.6,0,0
1,31,21,0,0,6.7,1.1,0.2,0,6.7,0,0
1,31,22,0,0,5.7,1.2,0.2,0,5.7,0,0
1,31,23,0,0,4.8,1.3,0.2,0,4.8,0,0
2,1,0,0,0,4.3,1.2,0.2,0,4.3,0,0
2,1,1,0,0,4,1.1,0.2,0,4,0,0
2,1,2,0,0,3.7,1.1,0.2,0,3.7,0,0
2,1,3,0,0,3.7,0.9,0.2,0,3.7,0,0
2,1,4,0,0,3.6,0.8,0.2,0,3.6,0,0
2,1,5,0,0,3.5,0.8,0.2,0,3.5,0,0
2,1,6,0,0,3.3,0.8,0.2,0,3.3,0,0
2,1,7,0,0,3.2,0.8,0.2,0,3.2,0,0
2,1,8,0,0,3.5,1,0.2,0,0,0,0
2,1,9,0,6,5,1.5,0.2,5.566,5.15,0.862,0.432
2,1,10,0,10,6.2,2.3,0.2,9.287,6.413,1.48,1.027
2,1,11,30,166,7.5,2.8,0.2,190.884,11.499,33.478,31.818
2,1,12,10,225,8.6,3.2,0.2,231.698,13.128,40.296,38.379
2,1,13,0,209,9.7,3.4,0.2,205.698,13.591,35.488,33.752
2,1,14,3,217,10.6,3.6,0.2,217.647,14.593,37.558,35.744
2,1,15,0,105,10.7,3.6,0.2,99.422,12.527,16.938,15.902
2,1,16,0,25,10.2,3,0.2,23.238,10.671,3.786,3.245
2,1,17,0,6,8.6,1.8,0.2,5.566,8.741,0.845,0.416
2,1,18,0,3,6.9,1.7,0.2,2.854,6.968,0.321,0
2,1,19,0,0,6.5,1.9,0.2,0,6.5,0,0
2,1,20,0,0,6.2,2.2,0.2,0,6.2,0,0
2,1,21,0,0,6.1,2.5,0.2,0,6.1,0,0
2,1,22,0,0,5.9,2.8,0.2,0,5.9,0,0
2,1,23,0,0,5.8,3,0.2,0,5.8,0,0
2,2,0,0,0,5.5,3.1,0.2,0,5.5,0,0
2,2,1,0,0,5.5,3.1,0.2,0,5.5,0,0
2,2,2,0,0,5.5,3.1,0.2,0,5.5,0,0
2,2,3,0,0,5.6,3.5,0.2,0,5.6,0,0
2,2,4,0,0,5.8,3.9,0.2,0,5.8,0,0
2,2,5,0,0,5.9,4,0.2,0,5.9,0,0
2,2,6,0,0,6,4.2,0.2,0,6,0,0
2,2,7,0,0,6.1,4.3,0.2,0,6.1,0,0
2,2,8,0,0,6.4,4.4,0.2,0,0,0,0
2,2,9,0,4,6.8,4.8,0.2,3.71,6.858,0.56,0.141
2,2,10,0,6,7.4,5.1,0.2,5.571,7.483,0.863,0.433
2,2,11,6,122,8.1,5.4,0.2,120.65,9.839,20.927,19.74
2,2,12,29,195,8.9,5.7,0.2,222.828,11.996,38.939,37.073
2,2,13,0,82,9.7,5.9,0.2,76.476,10.737,12.884,12.001
2,2,14,0,35,10.6,6.6,0.2,32.583,11.01,5.306,4.708
2,2,15,115,280,11.1,7,0.2,385.755,15.771,67.939,64.979
2,2,16,8,157,10.5,6.2,0.2,163.362,12.652,28.534,27.06
2,2,17,1,64,8.8,4.6,0.2,63.605,9.812,10.717,9.915
2,2,18,0,11,6.4,3.1,0.2,10.464,6.591,1.255,0.81
2,2,19,0,0,5.2,2.5,0.2,0,5.2,0,0
2,2,20,0,0,4.6,2.1,0.2,0,4.6,0,0
2,2,21,0,0,4.2,2.1,0.2,0,4.2,0,0
2,2,22,0,0,3.8,2.3,0.2,0,3.8,0,0
2,2,23,0,0,3.6,2.7,0.2,0,3.6,0,0
2,3,0,0,0,3.9,3.2,0.2,0,3.9,0,0
2,3,1,0,0,3.9,3.4,0.2,0,3.9,0,0
2,3,2,0,0,3.9,3.6,0.2,0,3.9,0,0
2,3,3,0,0,4.2,4,0.2,0,4.2,0,0
2,3,4,0,0,4.5,4.3,0.2,0,4.5,0,0
2,3,5,0,0,4.8,4.9,0.2,0,4.8,0,0
2,3,6,0,0,5,5.6,0.2,0,5,0,0
2,3,7,0,0,5.4,6.4,0.2,0,5.4,0,0
2,3,8,0,0,6,6.6,0.2,0,0,0,0
2,3,9,0,3,6.8,6.7,0.2,2.782,6.835,0.414,0.001
2,3,10,0,12,7.8,6.8,0.2,11.147,7.938,1.778,1.314
2,3,11,0,7,8.7,6.9,0.2,6.506,8.779,1,0.565
2,3,12,0,133,9.4,7,0.2,126.71,10.929,21.767,20.549
2,3,13,1,179,10,7.1,0.2,174.397,12.083,30.091,28.559
2,3,14,6,161,10.4,6.9,0.2,160.025,12.351,27.582,26.145
2,3,15,2,107,10.5,6.2,0.2,102.676,11.85,17.556,16.496
2,3,16,10,122,10.2,5.6,0.2,124.947,11.962,21.691,20.476
2,3,17,2,57,9.6,5.8,0.2,55.873,10.367,9.351,8.601
2,3,18,0,4,9.1,6.4,0.2,3.805,9.145,0.429,0.016
2,3,19,0,0,8.8,7.1,0.2,0,8.8,0,0
2,3,20,0,0,8.7,7.5,0.2,0,8.7,0,0
2,3,21,0,0,8.7,7.8,0.2,0,8.7,0,0
2,3,22,0,0,8.6,7.9,0.2,0,8.6,0,0
2,3,23,0,0,8.4,7.8,0.2,0,8.4,0,0
2,4,0,0,0,8.2,7.7,0.2,0,8.2,0,0
2,4,1,0,0,8.1,7.7,0.2,0,8.1,0,0
2,4,2,0,0,8.1,7.6,0.2,0,8.1,0,0
2,4,3,0,0,8.2,7.4,0.2,0,8.2,0,0
2,4,4,0,0,8.3,7.1,0.2,0,8.3,0,0
2,4,5,0,0,8.3,6.6,0.2,0,8.3,0,0
2,4,6,0,0,8.4,6.1,0.2,0,8.4,0,0
2,4,7,0,0,8.5,5.6,0.2,0,8.5,0,0
2,4,8,0,0,8.6,5.1,0.2,0,0,0,0
2,4,9,0,5,9.1,5.2,0.2,4.638,9.168,0.7,0.276
2,4,10,0,5,9.7,5.6,0.2,4.643,9.765,0.704,0.28
2,4,11,48,198,10.4,6.5,0.2,239.299,13.449,41.93,39.951
2,4,12,93,251,11,7.3,0.2,336.546,14.949,58.915,56.296
2,4,13,153,276,11.2,7.4,0.2,426.415,16.155,74.655,71.442
2,4,14,172,268,11.3,7,0.2,427.722,16.474,74.997,71.771
2,4,15,2,108,11.6,6.7,0.2,103.628,12.892,17.645,16.582
2,4,16,0,41,11.5,6.3,0.2,38.147,11.997,6.31,5.674
2,4,17,0,9,11,6.2,0.2,8.351,11.11,1.282,0.837
2,4,18,0,6,10.5,6.3,0.2,5.708,10.568,0.652,0.23
2,4,19,0,0,10.2,6.2,0.2,0,10.2,0,0
2,4,20,0,0,10,6.1,0.2,0,10,0,0
2,4,21,0,0,9.8,6.1,0.2,0,9.8,0,0
2,4,22,0,0,9.4,6.3,0.2,0,9.4,0,0
2,4,23,0,0,8.9,6.3,0.2,0,8.9,0,0
2,5,0,0,0,8.5,6.3,0.2,0,8.5,0,0
2,5,1,0,0,8.2,6.4,0.2,0,8.2,0,0
2,5,2,0,0,8.1,6.6,0.2,0,8.1,0,0
2,5,3,0,0,8.2,6.7,0.2,0,8.2,0,0
2,5,4,0,0,8.1,6.3,0.2,0,8.1,0,0
2,5,5,0,0,7.1,6,0.2,0,7.1,0,0
2,5,6,0,0,5.9,6.5,0.2,0,5.9,0,0
2,5,7,0,0,5.3,6.7,0.2,0,5.3,0,0
2,5,8,0,0,5.1,6.3,0.2,0,0,0,0
2,5,9,2,68,5.8,7.1,0.2,67.376,6.606,11.575,10.741
2,5,10,707,73,6.7,8.1,0.2,482.488,11.992,88.435,84.702
2,5,11,834,82,7.4,8.3,0.2,681.487,14.729,123.047,118.009
2,5,12,899,85,7.9,8.4,0.2,811.418,16.537,144.659,138.807
2,5,13,935,81,8.3,8.6,0.2,857.114,17.262,152.103,145.97
2,5,14,46,296,8.4,8.5,0.2,353.396,12.108,62.374,59.624
2,5,15,146,291,8,8.1,0.2,419.277,12.571,74.817,71.599
2,5,16,32,210,7.2,7.5,0.2,237.479,9.94,42.41,40.413
2,5,17,0,38,6.1,6.4,0.2,35.363,6.555,5.918,5.297
